question,1,2,3,4,prompt
"El Short Physical Performance Battery  (SPPB) es una prueba de rendimiento físico empleada para la valoración de la función física, de la fra gilidad y del riesgo de caídas en los mayores. ¿Qué as-pectos se evalúan en este test?: ","El equilibrio, la velocidad de la marcha y la capacidad para subir y bajar escaleras.","El equilibrio, la velocidad de la marcha y la capacidad para levantarse y sentarse de una si-lla.","El equilibrio, la velocidad de la marcha y la resistencia de los miembros superiores.","El equilibrio, la capacidad para subir y bajar escaleras y la capacidad para levantarse y sen-tarse de una silla. ","El Short Physical Performance Battery  (SPPB) es una prueba de rendimiento físico empleada para la valoración de la función física, de la fra gilidad y del riesgo de caídas en los mayores. ¿Qué as-pectos se evalúan en este test?: 
1) El equilibrio, la velocidad de la marcha y la capacidad para subir y bajar escaleras.
2) El equilibrio, la velocidad de la marcha y la capacidad para levantarse y sentarse de una si-lla.
3) El equilibrio, la velocidad de la marcha y la resistencia de los miembros superiores.
4) El equilibrio, la capacidad para subir y bajar escaleras y la capacidad para levantarse y sen-tarse de una silla. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
Uno de los siguientes mecanismos NO se ha pro-puesto en la patogenia básica del delirium en el paciente mayor: ,La neuroinflamación.,El estrés oxidativo.,La excesiva actividad colinérgica.,El exceso de dopamina. ,"Uno de los siguientes mecanismos NO se ha pro-puesto en la patogenia básica del delirium en el paciente mayor: 
1) La neuroinflamación.
2) El estrés oxidativo.
3) La excesiva actividad colinérgica.
4) El exceso de dopamina. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Respecto a las prescripciones potencialmente inadecuadas en la persona mayor, es cierto que: ",Las benzodiacepinas no aumentan el riesgo de caídas.,No existen criterios que faciliten la correcta prescripción de fármacos en este grupo de po-blación.,Se recomienda la utilización de metformina en diabéticos con filtrados glomerulares menores de 30 ml/min.,Los estrógenos tópicos vaginales o el pesario con estrógenos están indicados para la vagini-tis atrófica sintomática. ,"Respecto a las prescripciones potencialmente inadecuadas en la persona mayor, es cierto que: 
1) Las benzodiacepinas no aumentan el riesgo de caídas.
2) No existen criterios que faciliten la correcta prescripción de fármacos en este grupo de po-blación.
3) Se recomienda la utilización de metformina en diabéticos con filtrados glomerulares menores de 30 ml/min.
4) Los estrógenos tópicos vaginales o el pesario con estrógenos están indicados para la vagini-tis atrófica sintomática. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"En relación con la valoración funcional del pa-ciente mayor, señale la respuesta INCORREC-TA: ",Debe interpretarse como una medida global de la repercusión general de los problemas de sa-lud en el paciente mayor.,"Existe una jerarquía progresiva obligada tanto para la adquisición como para la pérdida de las actividades de la vida diaria (AVD), desde las instrumentales hasta las avanzadas.","En los pacientes mayores hospitalizados, se debe usar el estado funcional previo al ingreso hospitalario, para establecer así el plan de tra-tamiento y poner en marcha los objetivos rea-listas de la intervención.","S e  s u e l e  m e d i r  c o n  i n f o r m e s  a u t o r r e f e r i d o s  o  notificados por una tercera persona, aunque en ocasiones, algunos miembros del equipo reali-zan una evaluación estructurada para medir la capacidad funcional real.","En relación con la valoración funcional del pa-ciente mayor, señale la respuesta INCORREC-TA: 
1) Debe interpretarse como una medida global de la repercusión general de los problemas de sa-lud en el paciente mayor.
2) Existe una jerarquía progresiva obligada tanto para la adquisición como para la pérdida de las actividades de la vida diaria (AVD), desde las instrumentales hasta las avanzadas.
3) En los pacientes mayores hospitalizados, se debe usar el estado funcional previo al ingreso hospitalario, para establecer así el plan de tra-tamiento y poner en marcha los objetivos rea-listas de la intervención.
4) S e  s u e l e  m e d i r  c o n  i n f o r m e s  a u t o r r e f e r i d o s  o  notificados por una tercera persona, aunque en ocasiones, algunos miembros del equipo reali-zan una evaluación estructurada para medir la capacidad funcional real.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Mujer de 79 años con antecedentes de HTA y gonartrosis bilateral, independiente para las actividades de la vida diaria, vive sola. Durante una visita al médico de familia se valora la sar-copenia. Realiza el test de levantarse de la silla para 5 elevaciones en 20 segundos, y el test Timed Up and Go  e n  2 6  s egundos. Señale la respuesta correcta: ",No presenta riego de caídas.,Tiene el diagnóstico de sarcopenia confirmada,"Si tuviera sarcopenia, ésta sería grave",No se sospecha sarcopenia.,"Mujer de 79 años con antecedentes de HTA y gonartrosis bilateral, independiente para las actividades de la vida diaria, vive sola. Durante una visita al médico de familia se valora la sar-copenia. Realiza el test de levantarse de la silla para 5 elevaciones en 20 segundos, y el test Timed Up and Go  e n  2 6  s egundos. Señale la respuesta correcta: 
1) No presenta riego de caídas.
2) Tiene el diagnóstico de sarcopenia confirmada
3) Si tuviera sarcopenia, ésta sería grave
4) No se sospecha sarcopenia.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 24 años con ginecomastia bilateral, vello corporal escaso, testes de 3 cc, firmes, tes-tosterona total 257 n g/dL (N>350), LH 11 mUI/mL (N<10), FSH 2 4 mUI/mL (N<10). El siguiente paso en el diagnóstico es: ",Cariotipo.,Biopsia testicular.,RM de hipófisis.,Estudio del receptor de FSH.,"Varón de 24 años con ginecomastia bilateral, vello corporal escaso, testes de 3 cc, firmes, tes-tosterona total 257 n g/dL (N>350), LH 11 mUI/mL (N<10), FSH 2 4 mUI/mL (N<10). El siguiente paso en el diagnóstico es: 
1) Cariotipo.
2) Biopsia testicular.
3) RM de hipófisis.
4) Estudio del receptor de FSH.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"En relación con la hiperprolactinemia, señale la afirmación INCORRECTA: ",La hiperprolactinemia puede estar ocasionada por fármacos.,El hipertiroidismo provoca elevación de pro-lactina.,El tratamiento médico de elección son los ago-nistas dopaminérgicos.,Causa amenorrea hipogonadotropa.,"En relación con la hiperprolactinemia, señale la afirmación INCORRECTA: 
1) La hiperprolactinemia puede estar ocasionada por fármacos.
2) El hipertiroidismo provoca elevación de pro-lactina.
3) El tratamiento médico de elección son los ago-nistas dopaminérgicos.
4) Causa amenorrea hipogonadotropa.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Mu jer de 63 años con diabetes mellitus tipo 2 de siete años de evolución, en tratamiento con met-formina. HbA1c 7,6 %, índice de masa corporal 41,3 kg/m2. Para el tratamiento de la obesidad en esta paciente ¿cuál es la me jor opción de las siguientes?: ",Pioglitazona.,Empagliflozina.,Semaglutida.,Alogliptina.,"Mu jer de 63 años con diabetes mellitus tipo 2 de siete años de evolución, en tratamiento con met-formina. HbA1c 7,6 %, índice de masa corporal 41,3 kg/m2. Para el tratamiento de la obesidad en esta paciente ¿cuál es la me jor opción de las siguientes?: 
1) Pioglitazona.
2) Empagliflozina.
3) Semaglutida.
4) Alogliptina.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Mu jer de 24 años que consulta por odinofa gia intensa de dos días de duración. Indica que tuvo mial gias y t o s  s e c a  u n o s  d i e z  d í a s  a n t e s ,  q u e  s e  alivió la semana pasada. Se siente temblorosa y con sudoración. La exploración no muestra eri-tema o exudado faríngeo, pero sí dolor a la pal-pación en región anterior cervical baja, sin nódu-los, masas ni adenopatías. En la exploración física tiene pulso 110 lpm, temperatura 38,2 ºC y un ligero temblor en reposo. ¿Cuál es el diagnós-tico más probable?: ",Tiroiditis subaguda.,Tiroiditis linfocitaria focal.,Tiroiditis aguda o infecciosa.,Enfermedad de Graves-Basedow. ,"Mu jer de 24 años que consulta por odinofa gia intensa de dos días de duración. Indica que tuvo mial gias y t o s  s e c a  u n o s  d i e z  d í a s  a n t e s ,  q u e  s e  alivió la semana pasada. Se siente temblorosa y con sudoración. La exploración no muestra eri-tema o exudado faríngeo, pero sí dolor a la pal-pación en región anterior cervical baja, sin nódu-los, masas ni adenopatías. En la exploración física tiene pulso 110 lpm, temperatura 38,2 ºC y un ligero temblor en reposo. ¿Cuál es el diagnós-tico más probable?: 
1) Tiroiditis subaguda.
2) Tiroiditis linfocitaria focal.
3) Tiroiditis aguda o infecciosa.
4) Enfermedad de Graves-Basedow. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Mu jer de 83 años in gresada desde hace 20 días por diverticulitis a guda complicada. Como parte de su tratamiento ha p recisado una sigmoidec-tomía y recibe antibioterapia intravenosa con ertapenem desde hace 8 días. Presenta en los últimos días diarrea sin productos patoló gicos, ingestas del 25 % de lo recomendado y pérdida d e  9  k g  d e s d e  e l  m o m e n t o  d e l  i n g r e s o ;  a c t u a l -mente pesa 75 k g y mide 1,55 m, IMC 31,2 kg/m2. Respecto a su estado nutricional ¿cuál es el diagnóstico más probable?: ",No presenta alteración d el estado nutricional.,Desnutrición grave relacionada con la enfer-medad aguda.,Fallo intestinal por síndrome de intestino corto,Obesidad grado II. ,"Mu jer de 83 años in gresada desde hace 20 días por diverticulitis a guda complicada. Como parte de su tratamiento ha p recisado una sigmoidec-tomía y recibe antibioterapia intravenosa con ertapenem desde hace 8 días. Presenta en los últimos días diarrea sin productos patoló gicos, ingestas del 25 % de lo recomendado y pérdida d e  9  k g  d e s d e  e l  m o m e n t o  d e l  i n g r e s o ;  a c t u a l -mente pesa 75 k g y mide 1,55 m, IMC 31,2 kg/m2. Respecto a su estado nutricional ¿cuál es el diagnóstico más probable?: 
1) No presenta alteración d el estado nutricional.
2) Desnutrición grave relacionada con la enfer-medad aguda.
3) Fallo intestinal por síndrome de intestino corto
4) Obesidad grado II. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 37 años con dia gnóstico de carcinoma medular de tiroides de 2,6 cm, sin datos de afec-tación ganglionar en el estudio preoperatorio, tratado mediante tiroidect omía total y linfade-nectomía del compartimento central; estadia je T2N0M0, estadio I. Para el aborda je correcto de la enfermedad, ha y que tener en cuenta múltiples aspectos. Seleccione la respuesta correcta: ",El carcinoma medular de tiroides es el segundo tipo histológico de cáncer de tiroides más fre-cuente y se puede encontrar en el contexto de un síndrome de neoplasia endocrina múltiple tipo 2.,"En la mayoría de los casos es esporádico y para el seguimiento bioquímico de la enferme-dad se pueden usar tanto la calcitonina, como el CEA o la tiroglobulina.",El tratamiento sustitutivo con levotiroxina debe ajustarse para conseguir una TSH supri-mida.,"Siempre está indicado el estudio genético del protooncogen RET, ya que se puede encontrar mutado tanto en los carcinomas medulares he-reditarios como en los esporádicos. ","Varón de 37 años con dia gnóstico de carcinoma medular de tiroides de 2,6 cm, sin datos de afec-tación ganglionar en el estudio preoperatorio, tratado mediante tiroidect omía total y linfade-nectomía del compartimento central; estadia je T2N0M0, estadio I. Para el aborda je correcto de la enfermedad, ha y que tener en cuenta múltiples aspectos. Seleccione la respuesta correcta: 
1) El carcinoma medular de tiroides es el segundo tipo histológico de cáncer de tiroides más fre-cuente y se puede encontrar en el contexto de un síndrome de neoplasia endocrina múltiple tipo 2.
2) En la mayoría de los casos es esporádico y para el seguimiento bioquímico de la enferme-dad se pueden usar tanto la calcitonina, como el CEA o la tiroglobulina.
3) El tratamiento sustitutivo con levotiroxina debe ajustarse para conseguir una TSH supri-mida.
4) Siempre está indicado el estudio genético del protooncogen RET, ya que se puede encontrar mutado tanto en los carcinomas medulares he-reditarios como en los esporádicos. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
En el manejo perioper atorio del control glucémi-co en un paciente diabético sometido a una ar-troplastia de cadera señale la afirmación INCO-RRECTA: ,El control glucémico intensivo en el periodo perioperatorio por lo común se acompaña de mejoría en los resultados.,Las cifras de glucemia deseadas se situarán entre 100 y 180 mg/100mL en el periodo pe-rioperatorio.,Si el control glucémico es muy deficiente (HbA1c >9 %) debería intentarse su optimiza-ción antes de la cirugía.,"La optimización del control glucémico perio-peratorio reduce las infecciones y, en pacientes quirúrgicos críticos, puede reducir la mortali-dad.","En el manejo perioper atorio del control glucémi-co en un paciente diabético sometido a una ar-troplastia de cadera señale la afirmación INCO-RRECTA: 
1) El control glucémico intensivo en el periodo perioperatorio por lo común se acompaña de mejoría en los resultados.
2) Las cifras de glucemia deseadas se situarán entre 100 y 180 mg/100mL en el periodo pe-rioperatorio.
3) Si el control glucémico es muy deficiente (HbA1c >9 %) debería intentarse su optimiza-ción antes de la cirugía.
4) La optimización del control glucémico perio-peratorio reduce las infecciones y, en pacientes quirúrgicos críticos, puede reducir la mortali-dad.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
"Varón de 80 años procedente de una residencia que presenta una sepsis de ori gen urinario que no ha respondido al tratamiento empírico con ceftriaxona. En los hemocultivos y urocultivos crece E. coli  resistente a cefalosporinas. El labo-ratorio nos informa que es una cepa productora de betalactamasas de espectro extendido. ¿Qué antibiótico, entre los sigu ientes, debe utilizarse?:",Ertapenem.,Amoxicilina/clavulánico.,Tigeciclina.,Ceftazidima.,"Varón de 80 años procedente de una residencia que presenta una sepsis de ori gen urinario que no ha respondido al tratamiento empírico con ceftriaxona. En los hemocultivos y urocultivos crece E. coli  resistente a cefalosporinas. El labo-ratorio nos informa que es una cepa productora de betalactamasas de espectro extendido. ¿Qué antibiótico, entre los sigu ientes, debe utilizarse?:
1) Ertapenem.
2) Amoxicilina/clavulánico.
3) Tigeciclina.
4) Ceftazidima.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}"
